Time,PosX,PosY,PosZ,VelX,VelY,VelZ,Speed,SteeringAngle,Acceleration,PathDeviation,Phase,CheckpointID
0.100,-0.400,0.620,230.969,0.000,-0.618,1.000,1.175,0.000,17.719,2.261,driving,-1
0.220,-0.400,0.594,231.223,-0.001,-0.004,2.916,2.916,0.000,15.829,2.227,driving,-1
0.340,-0.400,0.603,231.699,-0.001,0.078,4.696,4.697,0.000,14.310,2.242,driving,-1
0.460,-0.400,0.610,232.378,-0.001,0.000,6.338,6.338,0.000,15.847,2.429,driving,-1
0.580,-0.400,0.608,233.238,-0.001,-0.013,7.743,7.743,0.000,10.518,2.887,driving,-1
0.700,-0.401,0.607,234.260,-0.002,0.000,9.010,9.010,0.000,7.809,3.626,driving,-1
0.820,-0.401,0.608,235.423,-0.002,0.001,10.100,10.100,0.000,4.562,4.600,driving,-1
0.940,-0.401,0.608,236.708,-0.002,0.000,11.057,11.057,0.000,3.599,5.188,driving,-1
1.060,-0.401,0.608,238.097,-0.002,0.000,11.887,11.887,0.000,4.581,3.978,driving,-1
1.180,-0.402,0.608,239.575,-0.002,0.000,12.578,12.578,0.000,4.948,2.875,driving,-1
1.300,-0.402,0.608,241.125,-0.003,0.000,13.146,13.146,0.000,4.324,2.242,driving,-1
1.420,-0.402,0.608,242.736,-0.003,0.000,13.614,13.614,0.000,3.597,2.599,driving,-1
1.540,-0.403,0.608,244.397,-0.003,0.000,14.000,14.000,0.000,2.960,3.738,driving,-1
1.660,-0.403,0.608,246.100,-0.003,0.000,14.317,14.317,0.000,2.426,5.206,driving,-1
1.780,-0.403,0.608,247.837,-0.003,0.000,14.576,14.576,0.000,1.981,4.199,driving,-1
1.900,-0.404,0.608,249.601,-0.003,0.000,14.788,14.788,0.000,1.613,2.863,driving,-1
2.020,-0.404,0.608,251.385,-0.003,0.000,14.886,14.886,0.000,0.001,2.232,driving,-1
2.140,-0.404,0.608,253.172,-0.003,0.000,14.886,14.886,0.000,0.001,2.853,driving,-1
