Time,PosX,PosY,PosZ,VelX,VelY,VelZ,Speed,SteeringAngle,Acceleration,PathDeviation,Phase,CheckpointID
0.100,-0.400,0.620,230.930,0.000,-0.618,0.000,0.618,0.000,6.422,2.269,driving,-1
0.220,-0.400,0.594,230.930,0.000,-0.004,0.000,0.004,0.000,3.033,2.269,driving,-1
0.340,-0.400,0.603,230.929,0.000,0.078,0.000,0.078,0.000,0.372,2.269,driving,-1
0.460,-0.400,0.608,230.929,0.000,0.012,0.000,0.012,0.000,0.441,2.269,driving,-1
0.580,-0.400,0.607,230.967,0.000,-0.008,1.446,1.446,0.000,16.467,2.262,driving,-1
0.700,-0.400,0.607,231.233,-0.001,-0.003,3.350,3.350,0.000,15.396,2.227,driving,-1
0.820,-0.400,0.607,231.720,-0.001,0.000,5.109,5.109,0.000,14.117,2.245,driving,-1
0.940,-0.400,0.608,232.408,-0.001,-0.003,6.713,6.713,0.000,14.753,2.441,driving,-1
1.060,-0.400,0.608,233.277,-0.001,-0.004,8.110,8.110,0.000,10.272,2.912,driving,-1
1.180,-0.401,0.608,234.307,-0.001,0.000,9.341,9.341,0.000,7.454,3.663,driving,-1
1.300,-0.401,0.608,235.477,-0.002,0.000,10.405,10.405,0.000,4.322,4.648,driving,-1
1.420,-0.401,0.608,236.768,-0.002,0.000,11.337,11.337,0.000,3.540,5.134,driving,-1
1.540,-0.401,0.608,238.162,-0.002,0.000,12.142,12.142,0.000,4.532,3.925,driving,-1
1.660,-0.401,0.608,239.643,-0.002,0.000,12.811,12.811,0.000,4.811,2.832,driving,-1
1.780,-0.402,0.608,241.197,-0.002,0.000,13.360,13.360,0.000,4.181,2.235,driving,-1
1.900,-0.402,0.608,242.810,-0.002,0.000,13.812,13.812,0.000,3.472,2.638,driving,-1
2.020,-0.402,0.608,244.474,-0.003,0.000,14.185,14.185,0.000,2.854,3.800,driving,-1
2.140,-0.403,0.608,246.179,-0.003,0.000,14.490,14.490,0.000,2.337,5.277,driving,-1
2.260,-0.403,0.608,247.917,0.019,0.000,14.739,14.740,0.000,2.206,4.131,driving,-1
2.380,-0.353,0.608,249.680,1.167,0.003,14.864,14.909,0.000,15.151,2.773,driving,-1
2.500,-0.118,0.608,251.442,2.560,0.005,14.780,15.000,0.000,5.160,1.947,driving,-1
