Time,PosX,PosY,PosZ,VelX,VelY,VelZ,Speed,SteeringAngle,Acceleration,PathDeviation,Phase,CheckpointID
0.100,-0.400,0.620,230.930,0.000,-0.618,0.010,0.618,0.000,6.422,0.000,driving,-1
0.220,-0.400,0.594,230.930,-0.001,-0.004,0.007,0.008,0.000,3.034,0.000,driving,-1
0.340,-0.400,0.603,230.929,0.000,0.078,0.000,0.078,0.000,0.375,0.000,driving,-1
0.460,-0.400,0.608,230.929,0.000,0.012,-0.001,0.012,0.000,0.441,0.000,driving,-1
0.580,-0.400,0.607,230.930,0.000,-0.008,0.000,0.008,0.000,0.021,0.000,driving,-1
0.700,-0.400,0.607,230.970,0.000,-0.003,1.001,1.001,0.000,16.538,0.000,driving,-1
0.820,-0.400,0.607,231.225,-0.001,0.000,2.917,2.917,0.000,15.534,0.000,driving,-1
0.940,-0.400,0.607,231.701,-0.001,0.000,4.697,4.697,0.000,14.306,0.000,driving,-1
1.060,-0.400,0.608,232.379,-0.001,-0.003,6.309,6.309,0.000,13.847,0.000,driving,-1
1.180,-0.400,0.608,233.241,-0.001,-0.004,7.750,7.750,0.000,10.490,0.000,driving,-1
1.300,-0.401,0.608,234.263,-0.001,0.000,9.011,9.011,0.000,7.732,0.000,driving,-1
1.420,-0.401,0.608,235.426,-0.002,0.000,10.101,10.101,0.000,4.535,0.000,driving,-1
1.540,-0.401,0.608,236.712,-0.002,0.000,11.058,11.058,0.000,3.592,0.000,driving,-1
1.660,-0.401,0.608,238.101,-0.002,0.000,11.888,11.888,0.000,4.577,0.000,driving,-1
1.780,-0.401,0.608,239.578,-0.002,0.000,12.579,12.579,0.000,4.946,0.000,driving,-1
1.900,-0.402,0.608,241.129,-0.002,0.000,13.146,13.146,0.000,4.323,0.000,driving,-1
2.020,-0.402,0.608,242.740,-0.002,0.000,13.615,13.615,0.000,3.596,0.000,driving,-1
2.140,-0.402,0.608,244.401,-0.003,0.000,14.001,14.001,0.000,2.960,0.000,driving,-1
2.260,-0.403,0.608,246.104,-0.003,0.000,14.318,14.318,0.000,2.425,0.000,driving,-1
2.380,-0.403,0.608,247.841,-0.003,0.000,14.577,14.577,0.000,1.980,0.000,driving,-1
2.500,-0.403,0.608,249.606,-0.003,0.000,14.788,14.788,0.000,1.612,0.000,driving,-1
2.620,-0.404,0.608,251.390,-0.003,0.000,14.886,14.886,0.000,0.002,0.000,driving,-1
2.740,-0.404,0.608,253.176,-0.003,0.000,14.886,14.886,0.000,0.001,0.000,driving,-1
2.860,-0.404,0.608,254.962,-0.003,0.000,14.886,14.886,0.000,0.001,0.000,driving,-1
2.980,-0.405,0.608,256.749,-0.003,0.000,14.886,14.886,0.000,0.001,0.000,driving,-1
3.100,-0.405,0.608,258.535,-0.003,0.000,14.886,14.886,0.000,0.001,0.000,driving,-1
3.220,-0.405,0.608,260.321,-0.003,0.000,14.886,14.886,0.000,0.001,0.000,driving,-1
3.340,-0.406,0.609,262.108,-0.003,0.010,14.886,14.886,0.000,0.237,0.000,driving,-1
3.460,-0.406,0.610,263.894,-0.002,-0.001,14.886,14.886,0.000,0.167,0.000,driving,-1
3.580,-0.406,0.610,265.680,-0.001,-0.003,14.886,14.886,0.000,0.039,0.000,driving,-1
3.700,-0.407,0.610,267.467,-0.001,0.000,14.886,14.886,0.000,0.013,0.000,driving,-1
3.820,-0.413,0.610,269.253,-0.215,0.000,14.882,14.883,5.937,5.260,0.000,driving,-1
3.940,-0.526,0.611,271.033,-1.651,-0.019,14.761,14.853,21.168,17.324,0.000,driving,-1
4.060,-0.890,0.612,272.776,-3.968,0.023,14.316,14.856,22.094,16.163,0.000,driving,-1
4.180,-1.448,0.612,274.471,-5.089,0.026,13.985,14.883,16.925,11.591,0.000,driving,-1
4.300,-2.193,0.610,276.089,-7.145,-0.003,13.015,14.847,33.353,22.946,0.000,driving,-1
4.420,-3.230,0.611,277.527,-9.733,0.007,11.115,14.774,45.000,28.180,0.000,driving,-1
4.540,-4.556,0.611,278.689,-11.911,0.000,8.601,14.691,45.000,27.521,0.000,driving,-1
4.660,-6.089,0.611,279.548,-13.267,-0.004,6.235,14.659,30.559,18.470,0.000,driving,-1
4.780,-7.727,0.610,280.207,-13.863,-0.004,5.094,14.769,18.048,8.347,0.000,driving,-1
4.900,-9.431,0.610,280.705,-14.455,-0.001,3.237,14.814,32.883,21.456,0.000,driving,-1
5.020,-11.191,0.610,280.889,-14.744,0.004,0.295,14.747,37.109,23.387,0.000,driving,-1
5.140,-12.956,0.612,280.769,-14.683,-0.037,-1.695,14.780,22.275,11.932,0.000,driving,-1
5.260,-14.694,0.612,280.419,-14.242,0.026,-3.970,14.785,37.803,24.115,0.000,driving,-1
5.380,-16.352,0.610,279.790,-13.579,-0.007,-5.908,14.809,21.236,11.009,0.000,driving,-1
5.500,-17.970,0.610,279.041,-13.479,0.005,-6.301,14.879,4.740,2.156,0.000,driving,-1
5.620,-19.416,0.797,278.420,-12.458,4.238,-5.048,14.094,11.512,13.125,0.000,driving,-1
5.740,-20.947,1.197,277.883,-12.661,2.378,-4.343,13.595,26.628,20.735,0.000,driving,-1
5.860,-22.394,1.312,277.469,-12.416,-0.012,-0.186,12.418,43.077,20.726,0.000,driving,-1
5.980,-23.930,1.146,277.449,-13.071,-2.352,-0.161,13.282,35.508,19.848,0.000,driving,-1
6.100,-25.535,0.706,277.433,-13.577,-4.600,-0.148,14.336,18.944,18.774,0.000,driving,-1
6.220,-25.910,0.744,277.417,-3.925,0.508,0.901,4.059,3.241,16.106,0.000,driving,-1
6.340,-26.495,0.801,277.484,-5.518,0.315,0.494,5.549,0.000,11.274,0.000,driving,-1
6.460,-27.210,0.925,277.561,-6.536,0.842,0.773,6.636,14.392,11.852,0.000,driving,-1
6.580,-28.064,0.945,277.704,-7.248,-0.699,1.299,7.396,12.292,19.536,0.000,driving,-1
6.700,-28.916,0.701,277.857,-6.991,-2.979,1.253,7.702,0.000,18.843,0.000,driving,-1
6.820,-29.797,0.575,278.025,-7.752,0.193,1.520,7.902,0.000,6.120,0.000,driving,-1
6.940,-30.836,0.610,278.229,-9.158,0.207,1.793,9.334,0.000,14.232,0.000,driving,-1
7.060,-32.007,0.616,278.459,-10.180,-0.015,1.995,10.374,0.000,9.410,0.000,driving,-1
7.180,-33.292,0.613,278.710,-11.076,-0.021,2.171,11.287,0.000,7.518,0.000,driving,-1
7.300,-34.676,0.612,278.981,-11.844,-0.002,2.280,12.062,2.620,6.473,0.000,driving,-1
7.420,-36.151,0.612,279.200,-12.598,0.001,1.309,12.666,18.228,14.267,0.000,driving,-1
7.540,-37.700,0.612,279.227,-13.098,0.003,-0.460,13.106,17.592,11.657,0.000,driving,-1
7.660,-39.302,0.610,279.132,-13.539,-0.029,-0.836,13.565,0.904,4.498,0.000,driving,-1
7.780,-40.954,0.609,279.031,-13.904,0.002,-1.078,13.946,11.348,8.134,0.000,driving,-1
7.900,-42.626,0.610,278.786,-13.865,0.004,-2.916,14.168,27.911,19.864,0.000,driving,-1
8.020,-44.242,0.611,278.248,-13.062,0.008,-5.687,14.247,43.490,27.052,0.000,driving,-1
8.140,-45.701,0.612,277.362,-11.446,-0.021,-8.521,14.269,45.000,26.861,0.000,driving,-1
8.260,-46.927,0.612,276.171,-9.246,-0.045,-10.886,14.283,45.000,28.037,0.000,driving,-1
8.380,-47.852,0.613,274.735,-6.581,0.024,-12.649,14.258,45.000,25.896,0.000,driving,-1
8.500,-48.455,0.611,273.135,-3.945,-0.018,-13.730,14.286,35.254,20.806,0.000,driving,-1
8.620,-48.805,0.613,271.451,-2.350,0.002,-14.228,14.421,21.269,9.962,0.000,driving,-1
8.740,-48.947,0.610,269.721,-0.131,-0.012,-14.490,14.490,37.978,23.186,0.000,driving,-1
8.860,-48.747,0.610,267.999,2.985,0.006,-14.143,14.454,45.000,26.662,0.000,driving,-1
8.980,-48.192,0.610,266.360,5.637,0.000,-13.304,14.449,32.019,18.681,0.000,driving,-1
9.100,-47.414,0.610,264.802,6.906,-0.004,-12.845,14.584,16.507,6.079,0.000,driving,-1
9.220,-46.578,0.610,263.251,6.854,-0.002,-13.058,14.748,0.096,6.199,0.000,driving,-1
9.340,-45.786,0.610,261.657,6.452,0.000,-13.412,14.883,0.000,3.303,0.000,driving,-1
9.460,-45.031,0.611,260.039,6.201,-0.020,-13.539,14.892,0.000,3.573,0.000,driving,-1
9.580,-44.298,0.611,258.410,6.053,0.032,-13.599,14.885,0.000,3.166,0.000,driving,-1
9.700,-43.557,0.609,256.785,6.443,-0.011,-13.412,14.880,11.079,9.245,0.000,driving,-1
9.820,-42.674,0.610,255.237,8.154,0.008,-12.418,14.856,27.565,20.755,0.000,driving,-1
9.940,-41.548,0.611,253.859,10.151,0.005,-10.828,14.843,24.976,17.647,0.000,driving,-1
10.060,-40.261,0.610,252.624,10.963,-0.006,-10.064,14.882,9.330,3.371,0.000,driving,-1
10.180,-38.974,0.610,251.386,10.381,-0.002,-10.649,14.871,10.324,12.284,0.000,driving,-1
10.300,-37.839,0.612,250.013,8.738,-0.021,-12.033,14.871,26.849,19.480,0.000,driving,-1
10.420,-36.967,0.612,248.467,6.073,-0.023,-13.506,14.809,42.464,28.462,0.000,driving,-1
10.540,-36.470,0.613,246.771,2.718,0.039,-14.468,14.721,42.580,27.271,0.000,driving,-1
10.660,-36.329,0.611,245.014,0.198,-0.050,-14.726,14.727,26.097,16.592,0.000,driving,-1
10.780,-36.391,0.609,243.240,-0.798,0.003,-14.829,14.850,10.368,3.119,0.000,driving,-1
10.900,-36.467,0.610,241.456,-0.441,0.003,-14.875,14.882,0.000,4.005,0.000,driving,-1
11.020,-36.457,0.610,239.671,0.658,0.002,-14.854,14.868,14.020,14.308,0.000,driving,-1
11.140,-36.227,0.610,237.906,2.954,0.006,-14.554,14.850,30.023,22.697,0.000,driving,-1
11.260,-35.730,0.611,236.194,4.771,-0.003,-14.093,14.878,13.854,9.327,0.000,driving,-1
11.380,-35.136,0.610,234.510,4.867,-0.005,-14.064,14.882,2.464,5.068,0.000,driving,-1
11.500,-34.637,0.610,232.797,3.498,0.003,-14.447,14.864,17.814,16.338,0.000,driving,-1
11.620,-34.387,0.614,231.036,0.956,0.111,-14.779,14.810,27.264,23.367,0.000,driving,-1
11.740,-34.427,0.686,229.261,-0.886,1.060,-14.772,14.836,11.355,14.196,0.000,driving,-1
11.860,-34.528,0.904,227.498,-0.852,2.209,-14.675,14.865,6.782,16.643,0.000,driving,-1
11.980,-34.656,1.264,225.769,-1.000,3.214,-14.419,14.807,0.000,17.897,0.000,driving,-1
12.100,-34.754,1.725,224.076,-0.701,3.982,-14.091,14.659,0.000,14.010,0.000,driving,-1
12.220,-34.835,2.241,222.421,-0.733,4.446,-13.743,14.463,6.922,10.157,0.000,driving,-1
12.340,-35.012,2.786,220.809,-2.037,4.494,-13.269,14.157,22.946,15.944,0.000,driving,-1
12.460,-35.406,3.296,219.258,-4.196,4.085,-12.681,13.968,39.659,21.708,0.000,driving,-1
12.580,-36.100,3.739,217.822,-6.868,3.410,-11.519,13.837,45.000,23.781,0.000,driving,-1
12.700,-37.090,4.097,216.557,-9.251,2.658,-9.906,13.813,45.000,24.324,0.000,driving,-1
12.820,-38.338,4.361,215.513,-11.256,1.903,-7.864,13.862,45.000,24.082,0.000,driving,-1
12.940,-39.797,4.534,214.739,-12.814,1.147,-5.443,13.969,45.000,23.792,0.000,driving,-1
13.060,-41.406,4.619,214.275,-13.836,0.416,-2.742,14.111,45.000,24.093,0.000,driving,-1
13.180,-43.095,4.628,214.136,-14.233,-0.097,-0.126,14.234,31.303,18.293,0.000,driving,-1
13.300,-44.811,4.613,214.234,-14.355,-0.087,1.234,14.408,16.512,5.496,0.000,driving,-1
13.420,-46.548,4.610,214.379,-14.561,0.010,1.023,14.597,0.085,6.618,0.000,driving,-1
13.540,-48.311,4.612,214.461,-14.768,0.007,0.501,14.777,0.000,3.639,0.000,driving,-1
13.660,-50.093,4.612,214.501,-14.883,-0.002,0.218,14.885,0.000,1.846,0.000,driving,-1
13.780,-51.879,4.612,214.515,-14.885,-0.001,0.057,14.885,0.000,1.037,0.000,driving,-1
13.900,-53.533,4.815,214.514,-13.225,4.721,-0.053,14.043,0.000,1.724,0.000,driving,-1
14.020,-55.138,5.268,214.506,-13.199,2.776,-0.063,13.487,0.000,20.842,0.000,driving,-1
14.140,-56.689,5.432,214.499,-12.730,0.372,-0.061,12.736,0.000,20.103,0.000,driving,-1
14.260,-58.184,5.314,214.492,-12.279,-1.946,-0.059,12.432,0.000,19.390,0.000,driving,-1
