Metric,Value
Agent Type,DRL_Agent
Completion Time (s),50.608
Collision Count,1
Distance Traveled (m),646.370
Average Speed (m/s),12.95065
Maximum Speed (m/s),15.09744
Minimum Speed (m/s),1.42147
Speed Standard Deviation,2.882441
Speed Consistency,0.7774288
Average Steering Angle (deg),15.6057000
Maximum Steering Angle (deg),45.00000
Steering Smoothness,0.9133016
Average Acceleration (m/s²),16.5564
Maximum Acceleration (m/s²),360.253
Average Path Deviation (m),5.277
Maximum Path Deviation (m),15.688

Lap Data
Lap,StartTime,EndTime,LapTime,AvgSpeed,MaxSpeed,MinSpeed,AvgSteering,MaxSteering,AvgAccel,MaxAccel,PathDeviation,Collisions,Efficiency
1,0.000,47.200,47.200,12.807,15.097,1.421,16.031,45.000,17.196,360.253,2060.504,1,-2.458

Checkpoint Data
CheckpointID,SegmentName,IsStart,IsEnd,SegmentTime,Timestamp,Speed
1,Checkpoint_1,False,False,0.000,3.680,14.885
2,Checkpoint_2,False,False,0.000,7.240,14.366
3,Checkpoint_3,False,False,0.000,8.760,14.458
4,Checkpoint_4,False,False,0.000,10.700,14.881
5,Checkpoint_5,False,False,0.000,11.620,13.448
6,Checkpoint_6,False,False,0.000,15.680,8.947
7,Checkpoint_7,False,False,0.000,16.600,14.267
8,Checkpoint_8,False,False,0.000,17.580,14.956
9,Checkpoint_9,False,False,0.000,18.880,14.886
10,Checkpoint_10,False,False,0.000,20.800,11.449
11,Checkpoint_11,False,False,0.000,21.720,11.592
12,Checkpoint_12,False,False,0.000,22.420,14.086
13,Checkpoint_13,False,False,0.000,24.440,7.056
14,Checkpoint_14,False,False,0.000,26.180,9.473
15,Checkpoint_15,False,False,0.000,27.720,14.698
16,Checkpoint_16,False,False,0.000,29.000,14.831
17,Checkpoint_17,False,False,0.000,30.560,14.865
18,Checkpoint_18,False,False,0.000,31.820,14.829
19,Checkpoint_19,False,False,0.000,33.300,14.886
20,Checkpoint_20,False,False,0.000,34.700,14.889
21,Checkpoint_21,False,False,0.000,36.060,12.280
22,Checkpoint_22,False,False,0.000,38.440,12.132
23,Checkpoint_23,False,False,0.000,39.960,13.377
24,Checkpoint_24,False,False,0.000,41.140,14.793
25,Checkpoint_25,False,False,0.000,42.420,12.815
26,Checkpoint_26,False,False,0.000,44.160,12.401
27,Checkpoint_27,False,False,0.000,45.120,14.256
0,Checkpoint_0,True,True,0.000,47.200,14.876
1,Checkpoint_1,False,False,0.000,50.000,14.804
