Metric,Value
Agent Type,DRL_Agent
Completion Time (s),48.118
Collision Count,0
Distance Traveled (m),646.144
Average Speed (m/s),13.60248
Maximum Speed (m/s),15.00000
Minimum Speed (m/s),1.42147
Speed Standard Deviation,2.199497
Speed Consistency,0.8383018
Average Steering Angle (deg),14.5885300
Maximum Steering Angle (deg),45.00000
Steering Smoothness,0.9189526
Average Acceleration (m/s²),16.4850
Maximum Acceleration (m/s²),375.748
Average Path Deviation (m),5.313
Maximum Path Deviation (m),15.688

Lap Data
Lap,StartTime,EndTime,LapTime,AvgSpeed,MaxSpeed,MinSpeed,AvgSteering,MaxSteering,AvgAccel,MaxAccel,PathDeviation,Collisions,Efficiency
1,0.000,44.400,44.400,13.487,15.000,1.421,14.716,45.000,17.114,375.748,1945.615,0,-2.291

Checkpoint Data
CheckpointID,SegmentName,IsStart,IsEnd,SegmentTime,Timestamp,Speed
1,Checkpoint_1,False,False,0.000,3.680,14.885
2,Checkpoint_2,False,False,0.000,7.240,14.366
3,Checkpoint_3,False,False,0.000,8.760,14.458
4,Checkpoint_4,False,False,0.000,10.700,14.881
5,Checkpoint_5,False,False,0.000,11.620,13.448
6,Checkpoint_6,False,False,0.000,15.060,9.057
7,Checkpoint_7,False,False,0.000,16.000,14.158
8,Checkpoint_8,False,False,0.000,17.000,14.730
9,Checkpoint_9,False,False,0.000,18.320,14.886
10,Checkpoint_10,False,False,0.000,20.140,11.924
11,Checkpoint_11,False,False,0.000,20.960,12.614
12,Checkpoint_12,False,False,0.000,21.660,14.852
13,Checkpoint_13,False,False,0.000,22.400,14.882
14,Checkpoint_14,False,False,0.000,23.760,9.149
15,Checkpoint_15,False,False,0.000,25.360,14.886
16,Checkpoint_16,False,False,0.000,26.660,14.772
17,Checkpoint_17,False,False,0.000,28.200,14.886
18,Checkpoint_18,False,False,0.000,29.480,14.877
19,Checkpoint_19,False,False,0.000,30.940,14.793
20,Checkpoint_20,False,False,0.000,32.360,14.885
21,Checkpoint_21,False,False,0.000,33.680,12.189
22,Checkpoint_22,False,False,0.000,36.000,12.029
23,Checkpoint_23,False,False,0.000,37.300,14.789
24,Checkpoint_24,False,False,0.000,38.440,14.724
25,Checkpoint_25,False,False,0.000,39.740,12.665
26,Checkpoint_26,False,False,0.000,41.440,13.745
27,Checkpoint_27,False,False,0.000,42.280,14.886
0,Checkpoint_0,True,True,0.000,44.400,14.885
1,Checkpoint_1,False,False,0.000,47.200,14.748
