Time,PosX,PosY,PosZ,VelX,VelY,VelZ,Speed,SteeringAngle,Acceleration,PathDeviation,Phase,CheckpointID
4.480,-0.400,0.620,230.930,0.000,-0.618,0.000,0.618,0.000,6.421,2.269,driving,-1
4.600,-0.400,0.594,230.930,0.000,-0.004,0.000,0.004,0.000,3.033,2.269,driving,-1
4.720,-0.400,0.603,230.930,0.000,0.078,0.000,0.078,0.000,0.372,2.269,driving,-1
4.840,-0.400,0.608,230.930,0.000,0.012,0.000,0.012,0.000,0.441,2.269,driving,-1
4.960,-0.400,0.607,230.930,0.000,-0.008,0.000,0.008,0.000,0.019,2.269,driving,-1
5.080,-0.400,0.607,230.930,0.000,-0.003,0.000,0.003,0.000,0.053,2.269,driving,-1
5.200,-0.400,0.607,230.930,0.000,0.001,0.000,0.001,0.000,0.011,2.269,driving,-1
5.320,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.005,2.269,driving,-1
5.440,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.002,2.269,driving,-1
5.560,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
5.680,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
5.800,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
5.920,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
6.040,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
6.160,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
6.280,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
6.400,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
6.520,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
6.640,-0.400,0.607,230.995,0.000,0.000,1.773,1.773,0.000,16.307,2.257,driving,-1
6.760,-0.400,0.607,231.300,-0.001,0.000,3.654,3.654,0.000,15.194,2.223,driving,-1
6.880,-0.400,0.607,231.821,-0.001,0.036,5.350,5.350,0.000,12.146,2.262,driving,-1
7.000,-0.400,0.608,232.541,-0.001,-0.006,6.963,6.963,0.000,12.442,2.500,driving,-1
7.120,-0.400,0.608,233.439,0.065,-0.003,8.355,8.355,4.885,12.710,3.019,driving,-1
7.240,-0.347,0.608,234.490,1.073,0.003,9.481,9.542,21.013,16.404,3.780,driving,-1
7.360,-0.120,0.608,235.646,2.913,0.008,10.073,10.486,23.532,16.427,4.674,driving,-1
7.480,0.284,0.609,236.869,3.765,0.002,10.720,11.362,0.893,10.309,4.781,driving,-1
7.600,0.678,0.609,238.197,2.745,0.003,11.755,12.071,16.521,15.895,3.397,driving,-1
7.720,0.892,0.609,239.639,0.604,0.014,12.576,12.591,32.945,22.051,1.987,driving,-1
7.840,0.844,0.610,241.153,-1.362,0.001,12.957,13.028,18.140,12.000,1.009,driving,-1
7.960,0.648,0.609,242.715,-1.799,-0.008,13.388,13.509,1.853,4.353,1.768,driving,-1
8.080,0.460,0.608,244.333,-1.471,-0.003,13.843,13.921,0.000,4.032,3.240,driving,-1
8.200,0.298,0.608,246.001,-1.300,-0.001,14.210,14.270,0.000,2.994,4.853,driving,-1
8.320,0.149,0.608,247.708,-1.212,-0.001,14.508,14.558,0.000,2.332,4.050,driving,-1
8.440,0.011,0.608,249.420,-1.093,-0.001,13.782,13.826,0.000,10.007,2.683,driving,-1
8.560,-0.112,0.608,251.003,-0.969,-0.001,12.616,12.653,0.000,9.592,1.979,driving,-1
8.680,-0.222,0.608,252.451,-0.865,-0.001,11.499,11.531,0.000,9.174,2.306,driving,-1
8.800,-0.320,0.608,253.767,-0.774,-0.001,10.430,10.459,0.000,8.774,3.201,driving,-1
8.920,-0.408,0.608,254.949,-0.621,-0.001,8.421,8.444,0.000,32.861,4.199,driving,-1
9.040,-0.466,0.607,255.741,-0.297,-0.027,4.024,4.035,0.000,33.841,4.914,driving,-1
9.160,-0.485,0.606,255.993,0.045,0.002,-0.626,0.627,0.000,38.766,5.147,driving,-1
9.280,-0.476,0.607,255.880,0.103,0.004,-1.426,1.430,0.000,6.705,5.043,driving,-1
9.400,-0.465,0.607,255.719,0.074,0.000,-1.018,1.021,0.000,5.259,4.894,driving,-1
9.520,-0.458,0.607,255.628,0.029,-0.001,-0.405,0.406,0.000,5.029,4.811,driving,-1
9.640,-0.457,0.607,255.607,0.000,0.000,0.000,0.000,0.000,0.004,4.792,driving,-1
9.760,-0.457,0.607,255.607,0.000,0.000,0.000,0.000,0.000,0.000,4.792,driving,-1
9.880,-0.457,0.607,255.607,0.000,0.000,0.000,0.000,0.000,0.001,4.792,driving,-1
10.000,-0.457,0.607,255.607,0.000,0.000,0.000,0.000,0.000,0.000,4.792,driving,-1
10.120,-0.461,0.607,255.673,-0.122,0.000,1.672,1.677,0.000,16.356,4.853,driving,-1
10.240,-0.483,0.607,255.966,-0.260,0.000,3.555,3.565,0.000,15.255,5.122,driving,-1
10.360,-0.514,0.607,256.393,-0.236,0.000,3.225,3.234,0.000,6.084,5.520,driving,-1
10.480,-0.540,0.607,256.742,-0.184,0.000,2.516,2.523,0.000,5.818,5.222,driving,-1
10.600,-0.559,0.607,257.008,-0.134,0.000,1.837,1.842,0.000,5.564,4.996,driving,-1
10.720,-0.573,0.607,257.195,-0.087,0.000,1.189,1.192,0.000,5.321,4.840,driving,-1
10.840,-0.581,0.607,257.306,-0.042,0.000,0.568,0.570,0.000,5.088,4.748,driving,-1
10.960,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,3.598,4.716,driving,-1
11.080,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.001,4.716,driving,-1
11.200,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
11.320,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.001,4.716,driving,-1
11.440,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
11.560,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.001,4.716,driving,-1
11.680,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
11.800,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
11.920,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
12.040,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
12.160,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
12.280,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
12.400,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
12.520,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
12.640,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
12.760,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
12.880,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
13.000,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
13.120,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
13.240,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
13.360,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
13.480,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
13.600,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
13.720,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
13.840,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
13.960,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
14.080,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
14.200,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
14.320,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
14.440,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
14.560,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
14.680,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
14.800,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
14.920,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
15.040,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
15.160,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
15.280,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
15.400,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
15.520,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
15.640,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
15.760,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
15.880,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
16.000,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
16.120,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
16.240,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
16.360,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
16.480,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
16.600,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
16.720,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
16.840,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
16.960,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
17.080,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
17.200,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
17.320,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
17.440,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
17.560,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
17.680,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
17.800,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
17.920,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
18.040,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
18.160,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
18.280,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
18.400,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
18.520,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.001,4.716,driving,-1
18.640,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
18.760,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
18.880,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
19.000,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
19.120,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
19.240,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
19.360,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
19.480,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
19.600,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
19.720,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
19.840,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
19.960,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
20.080,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
20.200,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
20.320,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
20.440,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
20.560,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
20.680,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
20.800,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
20.920,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
21.040,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
21.160,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
21.280,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
21.400,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
21.520,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
21.640,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
21.760,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
21.880,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
22.000,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
22.120,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
22.240,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
22.360,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
22.480,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
22.600,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
22.720,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
22.840,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
22.960,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.000,4.716,driving,-1
23.080,-0.584,0.607,257.344,0.000,0.000,0.000,0.000,0.000,0.001,4.716,driving,-1
