Time,PosX,PosY,PosZ,VelX,VelY,VelZ,Speed,SteeringAngle,Acceleration,PathDeviation,Phase,CheckpointID
0.100,-0.400,0.620,230.930,0.000,-0.618,0.010,0.618,0.000,6.422,2.269,driving,-1
0.220,-0.400,0.594,230.930,-0.001,-0.004,0.007,0.008,0.000,3.034,2.269,driving,-1
0.340,-0.400,0.603,230.929,0.000,0.078,0.000,0.078,0.000,0.375,2.269,driving,-1
0.460,-0.400,0.608,230.929,0.000,0.012,-0.001,0.012,0.000,0.441,2.269,driving,-1
0.580,-0.400,0.607,230.930,0.000,-0.008,0.000,0.008,0.000,0.021,2.269,driving,-1
0.700,-0.400,0.607,230.930,0.000,-0.003,0.000,0.003,0.000,0.052,2.269,driving,-1
0.820,-0.400,0.607,230.930,0.000,0.001,0.000,0.001,0.000,0.010,2.269,driving,-1
0.940,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.005,2.269,driving,-1
1.060,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.008,2.269,driving,-1
1.180,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.001,2.269,driving,-1
1.300,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
1.420,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
1.540,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
1.660,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
1.780,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
1.900,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
2.020,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
2.140,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
2.260,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
2.380,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
2.500,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
2.620,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
2.740,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
2.860,-0.400,0.607,230.930,0.000,0.000,0.000,0.000,0.000,0.000,2.269,driving,-1
2.980,-0.392,0.607,231.120,0.123,0.000,2.388,2.392,4.675,15.859,2.230,driving,-1
3.100,-0.381,0.607,231.485,0.071,0.000,2.959,2.960,0.000,5.951,2.203,driving,-1
3.220,-0.374,0.607,231.791,0.045,0.000,2.264,2.265,0.000,5.685,2.231,driving,-1
3.340,-0.367,0.607,232.192,0.078,0.000,4.094,4.095,0.000,14.751,2.328,driving,-1
3.460,-0.355,0.608,232.803,0.112,0.006,5.887,5.889,0.000,25.201,2.592,driving,-1
3.580,-0.369,0.608,233.601,-0.415,-0.006,7.256,7.268,15.579,15.371,3.109,driving,-1
3.700,-0.491,0.608,234.533,-1.266,-0.001,7.692,7.795,10.992,9.973,3.898,driving,-1
3.820,-0.650,0.607,235.548,-1.285,-0.001,8.952,9.044,0.000,7.931,4.833,driving,-1
3.940,-0.789,0.607,236.601,-1.060,-0.001,8.350,8.417,0.000,11.472,5.459,driving,-1
4.060,-0.904,0.607,237.543,-0.884,-0.001,7.435,7.487,0.000,10.929,4.720,driving,-1
4.180,-0.988,0.607,238.263,-0.493,-0.027,4.251,4.279,0.000,41.016,4.209,driving,-1
4.300,-1.010,0.606,238.453,0.039,0.002,-0.343,0.345,0.000,38.553,4.085,driving,-1
4.420,-1.004,0.606,238.400,0.026,0.003,-0.227,0.228,0.000,4.926,4.119,driving,-1
4.540,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.017,4.121,driving,-1
4.660,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.003,4.121,driving,-1
4.780,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.002,4.121,driving,-1
4.900,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
5.020,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.001,4.121,driving,-1
5.140,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
5.260,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
5.380,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
5.500,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
5.620,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
5.740,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
5.860,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
5.980,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
6.100,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
6.220,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
6.340,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
6.460,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
6.580,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
6.700,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
6.820,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
6.940,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
7.060,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
7.180,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
7.300,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
7.420,-1.004,0.606,238.397,0.000,0.000,0.000,0.000,0.000,0.000,4.121,driving,-1
